"CAND_ID","CAND_NAME","CAND_ICI","PTY_CD","CAND_PTY_AFFILIATION","TTL_RECEIPTS","TRANS_FROM_AUTH","TTL_DISB","TRANS_TO_AUTH","COH_BOP","COH_COP","CAND_CONTRIB","CAND_LOANS","OTHER_LOANS","CAND_LOAN_REPAY","OTHER_LOAN_REPAY","DEBTS_OWED_BY","TTL_INDIV_CONTRIB","CAND_OFFICE_ST","CAND_OFFICE_DISTRICT","SPEC_ELECTION","PRIM_ELECTION","RUN_ELECTION","GEN_ELECTION","GEN_ELECTION_PRECENT","OTHER_POL_CMTE_CONTRIB","POL_PTY_CONTRIB","CVG_END_DT","INDIV_REFUNDS","CMTE_REFUNDS","l_DISB"
"H8NY22045","SWEENEY, JOHN E.","I",2,"REP",2956202.72,2168.8,3425846.51,0,495774.54,26130.75,0,0,0,0,0,199900.87,1512770.89,"NY",20,"","W","","L",46,1405648.57,8023.65,"12/31/2006",28600,800,15.0468591553448
"H8NY23084","MCNULTY, MICHAEL R.","I",1,"DEM",482269.32,0,562756.22,0,306330.45,225843.55,0,0,0,0,0,0,172165,"NY",21,"","W","","W",77,286945,12036.93,"12/31/2006",0,6450,13.2406018115733
"H4NY23059","JOHNSON, ROBERT J","C",1,"DEM",161774.21,0,160199.08,0,126.63,1701.76,4114.45,29000,5122,0,5122,35700,115067.76,"NY",23,"","W","","L",36,4170,4300,"12/31/2006",2218.07,0,11.9841725707784
"H2NY24036","MCHUGH, JOHN M","I",2,"REP",561843.47,0,744421.49,0,260447.45,77869.43,0,0,0,0,0,0,138830,"NY",23,"","W","","W",63,419600.82,56.88,"12/31/2006",0,2500,13.5203626722212
"H6NY24128","ARCURI, MICHAEL ANGELO","O",1,"DEM",2233068.9,18488.37,2197561.42,0,0,35507.48,5150,5000,0,5000,0,0,1461495.21,"NY",24,"","W","","W",53,726987.02,15948.3,"12/31/2006",17405,1830,14.602858858094
"H6NY24144","MEIER, RAYMOND","O",2,"REP",1633195.45,0,1629829.99,0,0,3365.46,0,0,0,0,0,0,776299.05,"NY",24,"","W","","L",45,856252.02,0,"12/31/2006",2100,0,14.3039862667298
"H6NY25125","MAFFEI, DANIEL BENJAMIN","C",1,"DEM",958298.9,23445.03,918273.83,0,0,39911.58,0,0,0,0,0,0,633543.21,"NY",25,"","W","","L",49,298300,3000,"12/31/2006",1750,100,13.7302509148834
"H8NY27036","WALSH, JAMES T","I",2,"REP",1396428.87,0,1787555.73,0,463885.85,72758.99,0,0,0,0,0,3681.03,631849.38,"NY",25,"","W","","W",50,708780.16,11661,"12/31/2006",0,150,14.3963597306867
"H4NY26045","DAVIS, JOHN R JR","C",1,"DEM",2403313.14,0,2386362.75,0,61.96,17012.35,0,2259280,0,3903.83,0,2505376.17,66344.32,"NY",26,"","W","","L",48,64850,3927.57,"12/31/2006",0,0,14.6852809027749
"H8NY27077","REYNOLDS, THOMAS M","I",2,"REP",4337300.74,0,5275479.91,0,1149060.04,210980.87,0,0,0,0,0,0,2452782.98,"NY",26,"","W","","W",51,1777246.25,44489.45,"12/31/2006",40425,24500,15.4785802113872
"H4NY27076","HIGGINS, BRIAN M.","I",1,"DEM",1227888.76,0,867309.05,0,25748.57,386328.28,0,0,0,0,0,0,570769.99,"NY",27,"","W","","W",79,648582.19,1240,"12/31/2006",0,500,13.6731506513005
"H6NY03031","SLAUGHTER, LOUISE MCINTOSH","I",1,"DEM",510568.18,0,675792.94,0,437586.62,272361.86,5000,0,0,0,0,0,187545.2,"NY",28,"","W","","W",72,303325,0,"12/31/2006",250,38000,13.42364200633
"H6NY28053","DONNELLY, JOHN E","C",2,"REP",36274,0,24468.62,0,0,8334.91,0,6000,0,1500,0,0,19074,"NY",28,"","W","","L",27,11200,0,"10/18/2006",250,0,10.10514675926
"H6NY29168","MASSA, ERIC JJ","C",1,"DEM",1511538.55,6350,1501719.58,0,0,9818.97,41200,56191.51,0,56191.51,0,67761.1,1066147.74,"NY",29,"","W","","L",48,329199,12450,"12/31/2006",4705,2750,14.2221213961397
"H4NY29080","KUHL, JOHN","I",2,"REP",1450960.47,0,1475380.25,0,40104,15684.22,0,0,0,0,0,40491.14,485988,"NY",29,"","W","","W",51,940376.24,8718,"12/31/2006",4500,2452.35,14.2044263111424
"H0OH01040","CRANLEY, JOHN J IV","C",1,"DEM",2068258.06,0,2050008.24,0,0,18249.82,2100,0,110000,0,110000,0,1402889.11,"OH",1,"","W","","L",47,541269.74,8289.94,"12/31/2006",2000,100,14.5333543706187
"H8OH01043","CHABOT, STEVE","I",2,"REP",2669980.96,191612.55,2991575.8,0,388478.8,66883.96,0,0,0,0,0,0,1079102.29,"OH",1,"","W","","W",52,1380084.25,17501.35,"12/31/2006",9975,3400,14.9113108299502
"H6OH02151","WULSIN, VICTORIA WELLS","O",1,"DEM",1089097.24,0,1041188.23,100,0,47909.01,1292.07,59000,0,20000,0,44619.9,786627.82,"OH",2,"","W","","L",49,238480.6,3396.25,"12/31/2006",115,0,13.8558731477743
"H6OH02086","SCHMIDT, JEANNETTE H","O",2,"REP",2087436.82,2940.19,2078566.53,0,0,8870.29,5822.45,420150,0,143000,0,309126.26,796983.42,"OH",2,"W","W","","W",50,852951.96,7591.63,"12/31/2006",100,0,14.5471890458227
"H6OH03159","CHEMA, JOHN RICHARD","C",1,"DEM",418052.65,0,417579.78,0,0,472.87,0,102000,0,84000,0,18000,279092.04,"OH",3,"","L","","L",41,35300,1469.96,"12/31/2006",3850,0,12.9422308948381
"H2OH03067","TURNER, MIKE","I",2,"REP",1043689.12,0,1112110.91,0,74373.47,5951.68,0,0,0,0,0,33593.68,576452.28,"OH",3,"","W","","W",58,451428.11,1086.97,"12/31/2006",350,1000,13.9217704880277
"H6OH04090","SIFERD, RICHARD E","O",1,"DEM",163615.69,0,161769.72,0,0,1845.84,4000,0,0,0,0,0,126028.79,"OH",4,"","W","","L",39,12951.9,19780,"12/31/2006",0,2500,11.9939291214698
"H6OH04082","JORDAN, JAMES D","O",2,"REP",1408771.43,0,1348201.11,0,0,60570.32,0,0,0,0,0,0,987795.78,"OH",4,"","W","","W",60,413513.75,5089.28,"12/31/2006",4650,0,14.1142817507211
"H4OH05035","WEIRAUCH, ROBIN R","C",1,"DEM",117482.21,0,115668.08,0,1652.11,3466.24,18616.37,3153.33,267.93,0,267.93,8974.81,66110.53,"OH",5,"","W","","L",43,21475,7677.66,"12/31/2006",0,0,11.6584799892064
"H8OH05044","GILLMOR, PAUL E","I",2,"REP",568952.74,0,723413.7,0,244591.05,90130.09,0,0,0,0,0,0,87556.77,"OH",5,"","W","","W",56,470500,1498.95,"12/31/2006",0,0,13.4917365366675
"H6OH06095","WILSON, CHARLES A JR","O",1,"DEM",1860497.05,0,1800913.39,0,100,59683.66,0,552708.97,0,81058.97,0,214150,620912.24,"OH",6,"","W","","W",61,678819.15,6690.57,"12/31/2006",25,0,14.4038045330517
"H6OH06111","BLASDEL, CHUCK","O",2,"REP",1105655.24,237633.7,1066721.29,0,0,38933.95,2100,0,0,0,0,0,294340.41,"OH",6,"","W","","L",38,533160.64,15997.06,"12/31/2006",1000,600,13.8801002871657
"H6OH07101","CONNER, WILLIAM RUSSELL","C",1,"DEM",17506.67,0,17120.4,0,90,476.27,90,8000,0,0,0,8000,4916.67,"OH",7,"","W","","L",39,4000,500,"12/31/2006",0,0,9.74802601390877
"H0OH07021","HOBSON, DAVID LEE","I",2,"REP",1960812.81,0,2157854.24,0,947346.73,750305.3,0,0,0,0,0,0,1066004.41,"OH",7,"","W","","W",60,823998.03,5000,"12/31/2006",6600,1000,14.5846248784968
"H0OH08029","BOEHNER, JOHN A","I",2,"REP",3200089.15,0,2952529.18,0,142032.85,389592.82,600,0,0,0,0,0,1244838.32,"OH",8,"","W","","W",64,1936911.48,883.96,"12/31/2006",3485,8300,14.8981727101547
"H2OH09031","KAPTUR, MARCY","I",1,"DEM",505051.53,0,495355.55,0,806407.8,816103.78,100,0,0,0,0,0,188111.52,"OH",9,"","W","","W",73,289505,518.79,"12/31/2006",0,500,13.1130310665375
"H6OH23033","KUCINICH, DENNIS J","I",1,"DEM",635249.68,0,622703.68,0,18912.73,31462.73,500,0,0,1000,0,14558.66,438197.74,"OH",10,"","W","","W",66,191850.77,296.64,"12/31/2006",2000,1000,13.341826050591
"H6OH10105","DOVILLA, MICHAEL D","C",2,"REP",70919.5,0,70344.71,0,0,573.36,0,0,0,0,0,2952,67594.5,"OH",10,"","W","","L",33,3325,0,"12/31/2006",0,0,11.1611628642639
"H8OH11067","TUBBS-JONES, STEPHANIE","I",1,"DEM",754172.74,0,780725.7,117000,106305.22,79752.26,0,0,0,0,0,0,342901.06,"OH",11,"","W","","W",83,402203.79,6530.85,"12/31/2006",0,0,13.5679791507417
"H0OH12013","SHAMANSKY, ROBERT N","C",1,"DEM",1688256.17,0,1639179.47,0,0,48740.04,0,1400000,0,0,0,1400000,237252.29,"OH",12,"","W","","L",41,43610,0,"12/31/2006",0,0,14.3097063514262
"H0OH12062","TIBERI, PATRICK J","I",2,"REP",2277599.37,0,2985862.65,0,822401.47,112863.23,0,0,0,0,0,0,1103737.1,"OH",12,"","W","","W",58,1093349.77,3630.97,"12/31/2006",2750,9650,14.9093992580327
"H6OH13133","SUTTON, BETTY S. MS.","O",1,"DEM",1345023.91,981.02,1343852.51,0,0,1171.4,0,0,0,0,0,460,853620.84,"OH",13,"","W","","W",61,478539.17,555.02,"12/31/2006",2165,500,14.1110510544601
"H6OH13141","FOLTIN, CRAIG MR.","O",2,"REP",652042.74,67616.65,650597.47,0,0,1445.27,0,0,0,0,0,0,339187.93,"OH",13,"","W","","L",38,222259.13,5000,"12/31/2006",1400,0,13.3856464042957
"H6OH11145","KATZ, LEWIS ROBERT","C",1,"DEM",236042.12,0,227289.88,0,0,9252.24,16652.68,9000,0,0,0,9000,203264.21,"OH",14,"","W","","L",39,4850,665.73,"12/31/2006",0,0,12.3339814861922
"H4OH19036","LATOURETTE, STEVEN C","I",2,"REP",1605882.01,0,1446274.05,0,12928.27,139841.7,0,0,0,0,0,0,709723.04,"OH",14,"","W","","W",57,878768.39,5589.45,"12/31/2006",4100,3000,14.1845011865652
"H6OH14180","LANGE, WERNER J","C",3,"NNE",1035,0,1033,0,0,0,535,0,0,0,0,0,500,"OH",14,"","","","L",3,0,0,"12/06/2006",0,0,6.94022246911964
"H6OH15104","KILROY, MARY JO","C",1,"DEM",2779819.77,0,2749236.83,0,0,30582.94,0,0,0,0,0,0,2226992.66,"OH",15,"","W","","L",49,539527.11,2000,"12/31/2006",4400,228,14.8268339147643
"H2OH15046","PRYCE, DEBORAH D.","I",2,"REP",4278443.12,220459.67,4696776.74,14402.22,488563.74,70230.12,0,0,0,0,0,0,1556148.34,"OH",15,"","W","","W",50,2437582.07,13136.54,"12/31/2006",7250,20215,15.3623870314119
"H6OH16029","REGULA, RALPH S","I",2,"REP",1027712,0,1016890.84,0,95719.72,106540.88,0,0,0,0,0,852.37,652116,"OH",16,"","W","","W",58,369743,2618.16,"12/31/2006",24200,4000,13.83226033397
"H2OH17109","RYAN, TIMOTHY J","I",1,"DEM",609010.49,0,642777.67,52500,96440.54,62673.36,0,0,0,0,0,539.19,231199,"OH",17,"","W","","W",80,376289.99,421.5,"12/31/2006",1550,4500,13.3735541735987
"H6OH18157","SPACE, ZACHARY T","C",1,"DEM",1638830.57,0,1611372.22,0,0,27458.35,3870,36000,3000,34500,3000,63056.88,1083283.64,"OH",18,"","W","","W",61,505909.66,5354.93,"12/31/2006",3205,0,14.2925966845093
"H6OH18231","PADGETT, JOY","C",2,"REP",852589.25,0,851150.76,0,0,1438.3,0,0,0,0,0,0,302697.19,"OH",18,"","","","L",38,532826.18,15126.18,"12/31/2006",0,5200,13.6543445481519
"H6OK01177","GENTGES, ALAN","C",1,"DEM",44520.72,0,40225.73,0,0,4294.99,38,0,0,0,0,0,41832.72,"OK",1,"","W","","L",29,200,1700,"12/31/2006",0,0,10.6022621196139
"H2OK01093","SULLIVAN, JOHN","I",2,"REP",875471.72,0,767492.93,0,22411.51,130390.3,0,0,0,0,0,12277.64,378633.73,"OK",1,"","W","","W",60,481871.74,0,"12/31/2006",4600,2500,13.5508845466747
"H4OK00018","WORTMAN, WILLIAM P III","C",3,"IND",6900,0,6785.1,0,0,114.9,6300,0,0,0,0,0,600,"OK",1,"","","","L",5,0,0,"11/27/2006",0,0,8.82248431055388
"H4OK02089","BOREN, DAVID D","I",1,"DEM",1314640.52,83705.97,1000645.44,83705.97,10869.83,324864.91,0,105271.13,0,290595.24,14533,0,573609.37,"OK",2,"","W","","W",72,549472.73,1367.7,"12/31/2006",0,0,13.8161557897575
"H6OK03207","BARTON, SUSAN GAYLE","C",1,"DEM",37211,0,25696,0,0,1514,1498,0,1500,0,1500,0,30112,"OK",3,"","W","","L",32,0,4100,"12/31/2006",0,0,10.1540906167465
"H4OK06056","LUCAS, FRANK D","I",2,"REP",559463.9,0,507641.85,0,249245.1,301067.15,0,0,0,0,0,0,194112.73,"OK",3,"","W","","W",67,338089,565.65,"12/31/2006",0,1000,13.1375314582323
"H6OK04106","SPAKE, HAL","C",1,"DEM",29344,0,31091,0,1981,234,16,0,0,0,0,0,26118,"OK",4,"","W","","L",35,2700,510,"11/16/2006",0,0,10.3446736672187
"H2OK04055","COLE, TOM","I",2,"REP",1020039.92,0,1059129.57,0,386688.67,347599.02,0,0,0,0,0,0,652512.24,"OK",4,"","W","","W",64,336974.13,0,"12/31/2006",12200,2500,13.872957968374
"H6OK05210","HUNTER, PAUL DAVID","O",1,"DEM",409695.16,0,400839.58,0,0,8855.58,5606.71,97129.19,2688.36,3400,0,99817.55,279166.64,"OK",5,"","W","","L",37,19500,5500,"12/31/2006",0,0,12.9013165763721
"H6OK05160","FALLIN, MARY C","O",2,"REP",1734539.74,0,1629553.52,0,0,104986.22,0,0,0,0,0,0,1442127.47,"OK",5,"","L","W","W",60,287800,0,"12/31/2006",3550,0,14.3038166211512
"H8OR01072","WU, DAVID","I",1,"DEM",1432953.09,0,1130621.57,0,177138.29,479469.8,0,0,0,0,11600,33774.23,1029608.64,"OR",1,"","W","","W",63,387910,843.08,"12/31/2006",-17600,400,13.9382781014068
"H6OR01217","KITTS, DERRICK","C",2,"REP",139048.47,0,144470.51,0,0,12588.04,0,0,0,0,0,1361.3,120496.47,"OR",1,"","W","","L",33,18000,0,"12/31/2006",0,0,11.8808306826619
"H6OR02157","VOISIN, CAROL J","C",1,"DEM",65688.62,0,65269.41,0,0,419.21,5317.64,0,0,0,0,0,53128.65,"OR",2,"","W","","L",30,1500,5955,"12/31/2006",0,0,11.0862787522135
"H6OR02116","WALDEN, GREGORY PAUL","I",2,"REP",1349421.52,0,1399116.45,0,448130.3,398435.37,0,0,0,0,0,0,674353.97,"OR",2,"","W","","W",66,658209.26,6584.89,"12/31/2006",4545,900,14.1513514882107
"H6OR03064","BLUMENAUER, EARL","I",1,"DEM",789374.08,161600,676032.98,80000,211001.72,324342.82,2000,0,0,0,0,0,236833.49,"OR",3,"","W","","W",73,372424,68.06,"12/31/2006",3457,0,13.4239971408173
"H6OR03155","BROUSSARD, HEBERT BRUCE","C",2,"REP",1996,0,1996,0,0,0,0,0,0,0,0,0,0,"OR",3,"","W","","L",23,0,0,"12/31/2006",0,0,7.59890045687141
"H6OR04047","DEFAZIO, PETER A","I",1,"DEM",793127.03,0,753016.92,0,64926.85,105036.96,130.4,0,0,0,0,0,406291.97,"OR",4,"","W","","W",62,373970,1608.66,"12/31/2006",1500,500,13.5318429766491
"H4OR04075","FELDKAMP, JAMES LEE","C",2,"REP",472896.22,0,473240.02,0,4931.43,4587.63,0,0,0,0,0,0,425912.83,"OR",4,"","W","","L",37,46983.39,0,"12/31/2006",1000,200,13.0673579806295
"H6OR05069","HOOLEY, DARLENE","I",1,"DEM",1819528.46,0,2030651.76,0,251515.31,40392.01,0,0,0,0,0,1505,738628.82,"OR",5,"","W","","W",54,1043392.34,1246.77,"12/31/2006",500,3700,14.5238673635273
"H6OR05119","ERICKSON, MIKE","C",2,"REP",1799745.54,0,1798736.17,0,0,1009.37,100,1581000,0,13700,0,1567605,182774.66,"OR",5,"","W","","L",42,34700,0,"12/31/2006",200,0,14.4025948484815
"H2PA02055","FATTAH, CHAKA","I",1,"DEM",1080366.41,0,688703.84,1e+05,60472.9,452135.47,0,0,0,0,0,0,754994.81,"PA",2,"","W","","W",88,323896.6,25.72,"12/31/2006",1600,3000,13.4425666172396
"H4PA03075","PORTER, STEVEN CLARK","C",1,"DEM",251104.34,0,233037.58,0,11123.46,29190.22,0,170000,0,170000,0,170000,65809.34,"PA",3,"","W","","L",42,10050,3745,"12/31/2006",0,0,12.358955007096
"H4PA21051","ENGLISH, PHILIP S","I",2,"REP",1414736.8,0,1473492.78,0,58799.31,43.33,0,25000,0,7000,0,18000,459574.87,"PA",3,"","W","","W",53,877590.83,6574.17,"12/31/2006",100,7500,14.2031461812497
"H6PA04110","ALTMIRE, JASON","I",1,"DEM",1146370.05,0,1091589.68,0,0,54780.37,726,28300,0,28300,0,10565.85,789214.53,"PA",4,"","W","","W",51,297550,28450,"12/31/2006",4300,1000,13.9031456137592
"H0PA04154","HART, MELISSA A.","I",2,"REP",2124724.09,0,2235954.91,0,119429.05,8198.23,0,0,0,0,0,0,914778.51,"PA",4,"","W","","L",48,1192805.12,148,"12/31/2006",1400,2400,14.6201789475797
"H6PA05091","PETERSON, JOHN MR.","I",2,"REP",645377.08,0,668342.47,0,55002.52,32037.13,0,0,0,0,0,0,320353.26,"PA",5,"","W","","W",60,313940.09,0,"12/31/2006",0,0,13.4125560007842
"H4PA06045","MURPHY, LOIS","C",1,"DEM",4120107.18,51500,4097667.58,0,36600.2,59084.02,0,0,0,0,0,0,3397376.9,"PA",6,"","W","","L",49,650210.63,1952.98,"12/31/2006",1040,1500,15.2259284868724
"H2PA06114","GERLACH, JIM","I",2,"REP",3353286.83,227657.02,3492407.12,0,149900.03,10779.74,0,0,0,0,0,37523.35,1335662.7,"PA",6,"","W","","W",50,1717643.13,14555,"12/31/2006",34904.75,15887.33,15.0661017756293
"H6PA07105","SESTAK, JOSEPH A JR.","C",1,"DEM",3285957.12,42865.51,3075721.92,0,0,210785.2,5039.28,0,50000,50000,0,0,2663355.63,"PA",7,"","W","","W",56,509365.32,9012.52,"12/31/2006",5816.11,2900,14.9390502024001
"H4PA07027","WELDON, CURTIS W.","I",2,"REP",2752358.19,0,2940612.58,15000,308540.38,120285.99,0,0,0,0,0,0,1560416.17,"PA",7,"","W","","L",43,1132632.81,9250,"12/31/2006",41783.33,20000,14.894128478155
"H6PA08194","MURPHY, PATRICK J","I",1,"DEM",2425870.16,72302.09,2411247.5,0,0,14622.66,0,0,0,0,623.63,45085.45,1818457.51,"PA",8,"","W","","W",50,476922.71,23409.85,"12/31/2006",7406,550,14.6956548063949
"H4PA08074","FITZPATRICK, MICHAEL G","I",2,"REP",3011195.65,128684.34,3181899.83,1254,226081.51,55377.33,0,0,0,0,0,0,1347661.49,"PA",8,"","W","","L",49,1471650.65,17838,"12/31/2006",16213.33,7366.67,14.9729890071832
"H6PA09093","BARR, ANTHONY J","C",1,"DEM",56212,0,60019,0,0,4908,3923,0,0,0,0,0,42459,"PA",9,"","W","","L",39,3400,6430,"12/31/2006",0,0,11.0024164577426
"H2PA09035","SHUSTER, WILLIAM F","I",2,"REP",1111001.77,0,1168747,0,94628.82,36883.59,0,0,240000,0,440000,24480.87,402905.65,"PA",9,"","W","","W",60,462016.18,30.94,"12/31/2006",900,0,13.9714427927368
"H6PA10109","CARNEY, CHRISTOPHER","C",1,"DEM",1547536.89,1000,1530008.85,0,0,17528.04,2089.68,0,0,0,0,0,1096562.13,"PA",10,"","W","","W",53,425555.81,21945.57,"12/31/2006",100,0,14.2407840776656
"H8PA10055","SHERWOOD, DONALD L.","I",2,"REP",2130832.76,152775.79,2334747.6,0,203914.84,0,0,250000,0,4500.22,0,0,770739.56,"PA",10,"","W","","L",46,903225.69,13000,"12/31/2006",0,0,14.6634143490241
"H0PA11050","KANJORSKI, PAUL E","I",1,"DEM",1073778.37,0,652555.67,0,554521.74,975744.44,0,0,0,0,0,0,327850.09,"PA",11,"","W","","W",72,717159.62,3275,"12/31/2006",25,4500,13.3886517325473
"H6PA11065","LEONARDI, JOSEPH F","C",2,"REP",9632.38,0,10332.08,0,0,0,594,1827.89,0,0,0,2422.51,6397.49,"PA",11,"","W","","L",27,763,50,"12/31/2006",0,0,9.24300889712033
"H6PA12030","MURTHA, JOHN P MR.","I",1,"DEM",2760861.56,0,3254232.99,0,833622.74,340251.31,0,0,0,0,0,10582.46,1877810.26,"PA",12,"","W","","W",60,801618.24,0,"12/31/2006",1500,400,14.9954671653042
"H6PA12071","IREY, DIANA","C",2,"REP",858485.87,22611.8,852815.01,0,0,5670.86,0,0,0,0,0,0,793513.07,"PA",12,"","W","","L",39,38600,1250,"12/31/2006",0,0,13.6562979330831
"H4PA13124","SCHWARTZ, ALLYSON","I",1,"DEM",2788241.12,0,2248097.54,0,24532.97,564676.55,0,0,0,0,0,0,2188922.35,"PA",13,"","W","","W",66,564206.62,1000,"12/31/2006",2300,1000,14.6255948787341
"H6PA13087","BHAKTA, RAJ PETER","C",2,"REP",478273.39,0,477964.19,0,0,309.2,1992,0,0,0,0,0,457634.87,"PA",13,"","W","","L",33,14999,50,"12/31/2006",14751,0,13.0772910923492
"H4PA18131","DOYLE, MIKE","I",1,"DEM",923779.5,0,829750.64,0,156023.1,250051.96,0,0,0,0,0,0,439807.37,"PA",14,"","W","","W",90,473863.18,0,"12/31/2006",2311,6000,13.6288805008986
"H6PA15157","DERTINGER, CHARLES","C",1,"DEM",90172.46,0,88922.41,0,0,1250.05,50,0,0,8858.15,0,0,24492.46,"PA",15,"","W","","L",44,18900,46730,"12/31/2006",0,0,11.3955194707248
"H4PA15087","DENT, CHARLES W","I",2,"REP",1282685.27,0,1284762.99,0,75104.68,73026.96,0,0,0,0,0,0,666443.16,"PA",15,"","W","","W",52,582956.41,1103.81,"12/31/2006",600,500,14.0660848157199
"H4PA16051","HERR, LOIS K K","C",1,"DEM",316425.83,0,320022.18,0,3941.1,344.75,4837.73,0,0,2850,0,0,287593.54,"PA",16,"","W","","L",39,16545,6925,"12/31/2006",50,0,12.6761455848739
"H6PA16197","PITTS, JOSEPH R","I",2,"REP",506240.96,0,579167.03,115000,224941.52,152015.45,0,0,0,0,0,0,208873.35,"PA",16,"","W","","W",56,289553.77,764,"12/31/2006",0,150,13.2693461950909
"H6PA16288","MURPHY, JOHN ANDREW","C",3,"IND",14690.46,0,14454.69,0,0,1051.39,3800.46,9000,0,0,0,11000,1890,"PA",16,"","","","L",3,0,0,"12/31/2006",0,0,9.578774208354
"H2PA06080","HOLDEN, T. TIMOTHY","I",1,"DEM",1093753.37,0,649170,0,129845.94,574429.31,0,0,0,0,0,1188.21,388154.06,"PA",17,"","W","","W",64,679611.2,5825,"12/31/2006",1300,3550,13.3834499028339
"H6PA17153","WERTZ, MATTHEW ARLINGTON","C",2,"REP",12400,0,12463,0,0,1231,0,10000,0,0,0,0,2400,"PA",17,"","W","","L",35,0,0,"06/30/2006",0,0,9.43051953382638
"H6PA18201","KLUKO, CHAD","C",1,"DEM",95321.83,0,81324.1,0,0,13997.73,0,31042.95,0,0,0,31042.95,47196,"PA",18,"","W","","L",42,15500,1500,"10/18/2006",0,0,11.3061976845727
"H2PA18143","MURPHY, TIM","I",2,"REP",1609251.47,55155.99,1482472.68,0,156781.13,283559.92,0,0,0,0,0,0,780017.42,"PA",18,"","W","","W",57,761643.54,686,"12/31/2006",150,6176.03,14.2092219813537
"H6PA19126","AVILLO, PHILIP J JR","C",1,"DEM",181945.15,0,174535.58,0,0,7409.57,13500,10000,0,0,0,10000,154015.15,"PA",19,"","W","","L",33,4250,180,"12/31/2006",0,0,12.0698838966886
"H0PA19053","PLATTS, TODD R","I",2,"REP",313953.7,0,374585.07,0,89420.73,28789.36,0,0,0,0,0,0,308124,"PA",19,"","W","","W",63,0,0,"12/31/2006",0,0,12.8335742123516
"H4RI01034","KENNEDY, PATRICK J","I",1,"DEM",1963061.95,108391.04,2155765.19,825,749100.62,556397.38,0,0,0,0,0,0,1297703.24,"RI",1,"","W","","W",69,474425.7,15.96,"12/31/2006",32850,1150,14.5836562950613
"H6RI01096","SCOTT, JONATHAN P","C",2,"REP",9730,0,9542,0,0,184,0,0,0,0,0,3855,9730,"RI",1,"","W","","L",23,0,1000,"12/31/2006",0,0,9.16345838607605
"H0RI02139","LANGEVIN, JAMES R","I",1,"DEM",839354.13,0,829182.73,82000,60317.22,70488.62,0,0,0,53143.17,0,4022.34,455073,"RI",2,"","W","","W",72,369390.21,10715,"12/31/2006",150,100,13.6281958320234
"H0RI02097","DRIVER, RODNEY D","C",3,"IND",192019.55,0,178490.62,0,0,13649.31,0,175000,0,0,0,175000,16238,"RI",2,"","","","L",27,0,0,"12/31/2006",0,0,12.0922913298015
"H6SC01128","MAATTA, RANDAL G","C",1,"DEM",133486.08,0,139422.19,0,0,0,0,1e+05,0,38474,0,61525,15461.08,"SC",1,"","L","W","L",37,9500,0,"12/31/2006",0,0,11.8452619468499
"H0SC01071","BROWN, HENRY E JR. JR.","I",2,"REP",783031.11,0,606506.11,1000,594520.5,772045.5,0,0,0,0,0,0,525000.85,"SC",1,"","W","","W",60,199896.8,0,"12/31/2006",0,0,13.3154700815117
"H2SC02059","WILSON, JOE","I",2,"REP",951588.61,0,848942.51,0,27910.48,136546.03,0,0,0,0,116565.57,0,516616,"SC",2,"","W","","W",62,431692.69,3098,"12/31/2006",1000,0,13.6517467480419
"H6SC03074","BALLENGER, FRANKLIN L","C",1,"DEM",54328,0,27891,0,0,0,1000,0,0,0,0,0,49528,"SC",3,"","W","","L",37,1500,2300,"12/31/2006",0,0,10.236059335124
"H2SC03057","BARRETT, GRESHAM","I",2,"REP",1043524.3,0,857926.39,115000,123263.45,308861.36,0,0,0,0,0,0,579036.93,"SC",3,"","W","","W",62,459743.24,588,"12/31/2006",0,0,13.6622735822489
"H6SC04155","GRIFFITH, WILLIAM I","C",1,"DEM",57541.29,0,53482.03,0,0,4057.85,5000,0,0,0,0,0,51701,"SC",4,"","W","","L",31,0,500,"12/31/2006",0,0,10.8871009886107
"H2SC04022","INGLIS, BOB","I",2,"REP",556560.86,575,397951.32,0,23303.71,181863.25,0,0,0,0,0,0,367762.5,"SC",4,"","W","","W",64,179331.09,98,"12/31/2006",1042,0,12.8940849652281
"H6SC04148","COBIN, JOHN MACAREWICH","C",3,"LIB",22731,0,23009,0,0,4,36,0,0,0,0,0,22695,"SC",4,"","","","L",2,0,0,"12/12/2006",0,0,10.0436407227195
"H2SC05052","SPRATT, JOHN M JR","I",1,"DEM",2315153.73,0,2665541.2,0,473919.71,123532.24,0,0,0,0,0,44000,938487.59,"SC",5,"","W","","W",57,1326865.23,4615.16,"12/31/2006",40,5100,14.7959176718878
"H6SC05111","NORMAN, RALPH W MR. JR","C",2,"REP",1441239.21,190722.76,1431805.57,61000,0,9433.64,0,75000,0,20000,0,55000,774247.38,"SC",5,"","W","","L",42,371282.2,10268,"12/31/2006",3750,0,14.1744468421448
"H2SC02042","CLYBURN, JAMES E","I",1,"DEM",1134701.53,0,988411.06,0,205675.11,351965.58,0,0,0,0,0,0,309817.41,"SC",6,"","W","","W",64,824592.36,0,"12/31/2006",2250,1000,13.8038539428357
"H4SC06064","MCLEOD, GARY MILLER","C",2,"REP",6444,0,3155,0,208,189,0,6369,0,0,0,6620,75,"SC",6,"","W","","L",34,0,0,"12/31/2006",0,0,8.05674377497531
